"corpus","user/lx262/gnu_en_de_terms_v04__german"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"Steuerelement des X-werkzeugsatzes",44.500,1,0,43.503,0.000
"freies Steuerelement",44.500,1,0,43.503,0.000
"gesamter Steuersatz",44.500,1,0,43.503,0.000
"gesamter Syntaxbaum",44.500,1,0,43.503,0.000
"gebrauchsfertiges System",44.500,1,0,43.503,0.000
"unixartiges System",44.500,1,0,43.503,0.000
"angestellter Systemhacker",44.500,1,0,43.503,0.000
"Unix-kompatibler Systemkern",44.500,1,0,43.503,0.000
"anfänglicher Systemkern",44.500,1,0,43.503,0.000
"benannter Systemkern",44.500,1,0,43.503,0.000
"gute Systemsoftware",44.500,1,0,43.503,0.000
"Gnu Tar",44.500,1,0,43.503,0.000
"Teil Freier Software",44.500,1,0,43.503,0.000
"Teil der Freie-software-bewegung",44.500,1,0,43.503,0.000
"Teil der Größeren Freie-software-gemeinschaft",44.500,1,0,43.503,0.000
"Teil des Systemkerns",44.500,1,0,43.503,0.000
"Teil einer Software-teilenden Gemeinschaft",44.500,1,0,43.503,0.000
"Teil eines Freien Betriebssystems",44.500,1,0,43.503,0.000
"unfreier Teil",44.500,1,0,43.503,0.000
"perverse Terminologie",44.500,1,0,43.503,0.000
"praktizierende perverse Terminologie",44.500,1,0,43.503,0.000
"rechtliche Tradition",44.500,1,0,43.503,0.000
"gutes pädagogisches Umfeld",44.500,1,0,43.503,0.000
"Umsetzung des Copyleft",44.500,1,0,43.503,0.000
"sekundäre Ungerechtigkeit",44.500,1,0,43.503,0.000
"vorheriges Ungleichgewicht",44.500,1,0,43.503,0.000
"einzelnes Unix-dienstprogramm",44.500,1,0,43.503,0.000
"fehlender Unix-komponenten",44.500,1,0,43.503,0.000
"gewöhnliches Unix-programm",44.500,1,0,43.503,0.000
"Schreiben Unix-system",44.500,1,0,43.503,0.000
"komplettes Unix-system",44.500,1,0,43.503,0.000
"unfreies Unix-system",44.500,1,0,43.503,0.000
"proprietäres Unix-systemen",44.500,1,0,43.503,0.000
"Unternehmen Symbolics",44.500,1,0,43.503,0.000
"freie Unterroutine",44.500,1,0,43.503,0.000
"verfügbare freie Unterroutine",44.500,1,0,43.503,0.000
"Unterstützung des Betriebssystems",44.500,1,0,43.503,0.000
"Unterstützung des Geschäfts",44.500,1,0,43.503,0.000
"gemeinsamer Upstream",44.500,1,0,43.503,0.000
"distribuierte Variante",44.500,1,0,43.503,0.000
"Verbesserung der Öffentlichkeit",44.500,1,0,43.503,0.000
"gebräuchliche Verbesserung",44.500,1,0,43.503,0.000
"Verbot einer Modifizierung",44.500,1,0,43.503,0.000
"Verbreitung Modifizierter Versionen",44.500,1,0,43.503,0.000
"Verkauf Freier Handbücher",44.500,1,0,43.503,0.000
"Verkauf eines Betriebssystems",44.500,1,0,43.503,0.000
"proprietäre Verlagspraktik",44.500,1,0,43.503,0.000
"Verleger Proprietärer Handbücher",44.500,1,0,43.503,0.000
"kommerzieller Verleger",44.500,1,0,43.503,0.000
"derzeitige Vermarktungspraktik",44.500,1,0,43.503,0.000
"beliebte unfreie Verschlüsselungssoftware",44.500,1,0,43.503,0.000
"unfreie Verschlüsselungssoftware",44.500,1,0,43.503,0.000
"Version des Gnu-systems",44.500,1,0,43.503,0.000
"Version eines Dritten",44.500,1,0,43.503,0.000
"distribuierte Version",44.500,1,0,43.503,0.000
"große kombinierte Version",44.500,1,0,43.503,0.000
"unmodifizierte Version",44.500,1,0,43.503,0.000
"verschiedene inkompatible Version",44.500,1,0,43.503,0.000
"Versuch eines Angriffs",44.500,1,0,43.503,0.000
"geschäftlicher Vertrieb",44.500,1,0,43.503,0.000
"Vertriebsbedingung der Gnu",44.500,1,0,43.503,0.000
"Vertriebsbedingung des Mit",44.500,1,0,43.503,0.000
"Vertriebsbedingung eines Handbuchs",44.500,1,0,43.503,0.000
"eigene Vertriebsbedingung",44.500,1,0,43.503,0.000
"Vertriebsgeschäft der Emacs-magnetbänder",44.500,1,0,43.503,0.000
"unfreies Vertriebsschema",44.500,1,0,43.503,0.000
"verschiedenes unfreies Vertriebsschema",44.500,1,0,43.503,0.000
"fürchterliche Verwechselung",44.500,1,0,43.503,0.000
"Begriff Verwechslungsgefahr",44.500,1,0,43.503,0.000
"Verwendung Eigener Ideen",44.500,1,0,43.503,0.000
"Vorläufer der Unternehmen",44.500,1,0,43.503,0.000
"Wort Vorteil",44.500,1,0,43.503,0.000
"Votum der Steuerzahler",44.500,1,0,43.503,0.000
"Wahl des Anwendbaren Rechts",44.500,1,0,43.503,0.000
"Weise des Üblichen Zwecks",44.500,1,0,43.503,0.000
"verschwörerische Weise",44.500,1,0,43.503,0.000
"Weitergabe Exakter Kopien",44.500,1,0,43.503,0.000
"freies kulturelles Werk",44.500,1,0,43.503,0.000
"nicht-fiktionales Werk",44.500,1,0,43.503,0.000
"Wert der Freie-software-bewegung",44.500,1,0,43.503,0.000
"Wichtigkeit der Freiheit",44.500,1,0,43.503,0.000
"Windows-programmfehler der Nsa",44.500,1,0,43.503,0.000
"Professor Winston",44.500,1,0,43.503,0.000
"Wirksamkeit des Bazaar-entwicklungsmodells",44.500,1,0,43.503,0.000
"Wochenstunde Notwendiger Aufgaben",44.500,1,0,43.503,0.000
"andere Wortwahl",44.500,1,0,43.503,0.000
"durchschnittlicher X11-benutzer",44.500,1,0,43.503,0.000
"amerikanischer Zeitvertreib",44.500,1,0,43.503,0.000
"traditioneller amerikanischer Zeitvertreib",44.500,1,0,43.503,0.000
"zulässiges Ziel",44.500,1,0,43.503,0.000
"Zugänglichkeit des Quellcodes",44.500,1,0,43.503,0.000
"Zurückweise Unfreier Software",44.500,1,0,43.503,0.000
"Zusammenbruch der Gemeinschaft",44.500,1,0,43.503,0.000
"Zusammenführung der Verfügbaren Freien Unterroutinen",44.500,1,0,43.503,0.000
"üblicher Zweck",44.500,1,0,43.503,0.000
"Zweckmäßigkeit des Programm",44.500,1,0,43.503,0.000
"Apple Idinger",44.500,1,0,43.503,0.000
"Änderung der Lizenz",44.500,1,0,43.503,0.000
"gerechtfertigtes Übel",44.500,1,0,43.503,0.000
"kompletter Abschnitt",44.320,1,1,43.503,0.004
"fundamentaler Akt",44.320,1,1,43.503,0.004
"produktive Aktivität",44.320,1,1,43.503,0.004
"derartige Alternative",44.320,1,1,43.503,0.004
"proprietäre Anwendung",44.320,1,1,43.503,0.004
"solidees Arbeit",44.320,1,1,43.503,0.004
"Art der Handlung",44.320,1,1,43.503,0.004
"Aufgabe des Übersetzens",44.320,1,1,43.503,0.004
"kleine Benutzergruppe",44.320,1,1,43.503,0.004
"besteuernder Betrag",44.320,1,1,43.503,0.004
"Betrieb des Rechners",44.320,1,1,43.503,0.004
"Code des Betriebssystems",44.320,1,1,43.503,0.004
"Entwickler Freier Software",44.320,1,1,43.503,0.004
"Entwickler Proprietärer Software",44.320,1,1,43.503,0.004
"Entwicklung des Betriebssystems",44.320,1,1,43.503,0.004
"gleiche Fassung",44.320,1,1,43.503,0.004
"Frage der Rechte",44.320,1,1,43.503,0.004
"entscheidende Freiheit",44.320,1,1,43.503,0.004
"Library Gpl",44.320,1,1,43.503,0.004
"teilende Gemeinschaft",44.320,1,1,43.503,0.004
"weites Handbuch",44.320,1,1,43.503,0.004
"geheime Hardware",44.320,1,1,43.503,0.004
"gute Konsequenz",44.320,1,1,43.503,0.004
"ausführbare Kopie",44.320,1,1,43.503,0.004
"gemachte Kopie",44.320,1,1,43.503,0.004
"Binary Large",44.320,1,1,43.503,0.004
"verbrauchter Liter",44.320,1,1,43.503,0.004
"Möglichkeit der Erbringung",44.320,1,1,43.503,0.004
"Name des Systems",44.320,1,1,43.503,0.004
"Niveau der Unterstützung",44.320,1,1,43.503,0.004
"gegründete gemeinnützige Organisation",44.320,1,1,43.503,0.004
"quelloffenes Programm",44.320,1,1,43.503,0.004
"versehenes Programm",44.320,1,1,43.503,0.004
"zusammengesetztes Programm",44.320,1,1,43.503,0.004
"bezahlter Programmierer",44.320,1,1,43.503,0.004
"andere Programmänderung",44.320,1,1,43.503,0.004
"vollständiger Quellcode",44.320,1,1,43.503,0.004
"Reaktion der Gemeinschaft",44.320,1,1,43.503,0.004
"akzeptable Richtlinie",44.320,1,1,43.503,0.004
"freie Software-gemeinschaft",44.320,1,1,43.503,0.004
"weite freie Software",44.320,1,1,43.503,0.004
"gesamte Steuerschuld",44.320,1,1,43.503,0.004
"entwickelte Systemkomponente",44.320,1,1,43.503,0.004
"geschriebener Teil",44.320,1,1,43.503,0.004
"unfreier Treiber",44.320,1,1,43.503,0.004
"Free University",44.320,1,1,43.503,0.004
"inkompatible Version",44.320,1,1,43.503,0.004
"ungültiger Verweis",44.320,1,1,43.503,0.004
"Verwendung Freier Software",44.320,1,1,43.503,0.004
"ethischer Vorteil",44.320,1,1,43.503,0.004
"rechtlicher Vorwand",44.320,1,1,43.503,0.004
"niederländisches Wort",44.320,1,1,43.503,0.004
"anhaltendes Ziel",44.320,1,1,43.503,0.004
"moralisches Äquivalent",44.320,1,1,43.503,0.004
"umfangreiche Überlegung",44.320,1,1,43.503,0.004
"großer Adressraum",44.150,1,2,43.503,0.009
"Anfang des Projekts",44.150,1,2,43.503,0.009
"Art der Entwicklung",44.150,1,2,43.503,0.009
"anerkannte Art",44.150,1,2,43.503,0.009
"Aufbau der Gemeinschaft",44.150,1,2,43.503,0.009
"erhebliche Aufgabe",44.150,1,2,43.503,0.009
"vorgeschlagener Begriff",44.150,1,2,43.503,0.009
"eindeutiges Beispiel",44.150,1,2,43.503,0.009
"paradigmatisches Beispiel",44.150,1,2,43.503,0.009
"vollständiges Betriebssystem",44.150,1,2,43.503,0.009
"Compiler Collection",44.150,1,2,43.503,0.009
"zusammenhängender Dienst",44.150,1,2,43.503,0.009
"brauchbare Dokumentation",44.150,1,2,43.503,0.009
"nutzbare Dokumentation",44.150,1,2,43.503,0.009
"unnötige Doppelarbeit",44.150,1,2,43.503,0.009
"Form des Programms",44.150,1,2,43.503,0.009
"Funktion der Bibliothek",44.150,1,2,43.503,0.009
"patentierte Funktion",44.150,1,2,43.503,0.009
"uneingeschränkter Gebrauch",44.150,1,2,43.503,0.009
"ähnlicher Geist",44.150,1,2,43.503,0.009
"Geschwindigkeit des Fortschritts",44.150,1,2,43.503,0.009
"anderes Handbuch",44.150,1,2,43.503,0.009
"individuelle Kontrolle",44.150,1,2,43.503,0.009
"andere Korrektur",44.150,1,2,43.503,0.009
"gewährte Lizenz",44.150,1,2,43.503,0.009
"nützlicher Modul",44.150,1,2,43.503,0.009
"schlimmer Ort",44.150,1,2,43.503,0.009
"verfügbare Person",44.150,1,2,43.503,0.009
"eigener Quellcode",44.150,1,2,43.503,0.009
"brauchbare Software",44.150,1,2,43.503,0.009
"angenommenes Szenario",44.150,1,2,43.503,0.009
"gleiche Ungerechtigkeit",44.150,1,2,43.503,0.009
"ausgegliedertes Unternehmen",44.150,1,2,43.503,0.009
"zahlendes Unternehmen",44.150,1,2,43.503,0.009
"kommerzieller Verkauf",44.150,1,2,43.503,0.009
"kombinierte Version",44.150,1,2,43.503,0.009
"gegenteilige Weise",44.150,1,2,43.503,0.009
"Welt der Freien Software",44.150,1,2,43.503,0.009
"technisches Ziel",44.150,1,2,43.503,0.009
"dynamische Zuweisung",44.150,1,2,43.503,0.009
"bestimmte Bedrohung",43.970,1,3,43.503,0.013
"Benutzer des Programms",43.970,1,3,43.503,0.013
"proprietäres Betriebssystem",43.970,1,3,43.503,0.013
"Druck der Us-regierung",43.970,1,3,43.503,0.013
"Gnu Emacs",43.970,1,3,43.503,0.013
"binäre Form",43.970,1,3,43.503,0.013
"Interchanges Format",43.970,1,3,43.503,0.013
"Freiheit des Nutzers",43.970,1,3,43.503,0.013
"attraktive Funktion",43.970,1,3,43.503,0.013
"voller Gebrauch",43.970,1,3,43.503,0.013
"feste Haltung",43.970,1,3,43.503,0.013
"Hand des Autors",43.970,1,3,43.503,0.013
"gegenseitiger Kampf",43.970,1,3,43.503,0.013
"Liste der Spiele",43.970,1,3,43.503,0.013
"verbleibende Lücke",43.970,1,3,43.503,0.013
"gängiges Medium",43.970,1,3,43.503,0.013
"gebräuchliches Mittel",43.970,1,3,43.503,0.013
"einzelner Programmierer",43.970,1,3,43.503,0.013
"talentierter Programmierer",43.970,1,3,43.503,0.013
"kompletter Quelltext",43.970,1,3,43.503,0.013
"praktische Realität",43.970,1,3,43.503,0.013
"andere Schlacht",43.970,1,3,43.503,0.013
"Souveränität des Staates",43.970,1,3,43.503,0.013
"Version des Systems",43.970,1,3,43.503,0.013
"ursprüngliche Ankündigung",43.760,1,4,43.503,0.017
"allgemeiner Artikel",43.760,1,4,43.503,0.017
"schlimme Bedrohung",43.760,1,4,43.503,0.017
"zufriedener Benutzer",43.760,1,4,43.503,0.017
"derartige Beschränkung",43.760,1,4,43.503,0.017
"Bestandteil der Software",43.760,1,4,43.503,0.017
"kommerzieller Distributor",43.760,1,4,43.503,0.017
"andere Entität",43.760,1,4,43.503,0.017
"Frage der Praxis",43.760,1,4,43.503,0.017
"Frage der Strategie",43.760,1,4,43.503,0.017
"freie Gnu",43.760,1,4,43.503,0.017
"Gefühl der Harmonie",43.760,1,4,43.503,0.017
"gewaltige Kosten",43.760,1,4,43.503,0.017
"alte Lizenz",43.760,1,4,43.503,0.017
"übliches Medium",43.760,1,4,43.503,0.017
"bekannte Praxis",43.760,1,4,43.503,0.017
"angebliches Recht",43.760,1,4,43.503,0.017
"heutige Schätzung",43.760,1,4,43.503,0.017
"bedrohte Stadt",43.760,1,4,43.503,0.017
"pädagogisches Umfeld",43.760,1,4,43.503,0.017
"Unterstützung einer Vielzahl",43.760,1,4,43.503,0.017
"kostengünstige Werbung",43.760,1,4,43.503,0.017
"absichtliche Zerstörung",43.760,1,4,43.503,0.017
"Übersetzung des Begriffs",43.760,1,4,43.503,0.017
"subjektive Angelegenheit",43.590,1,5,43.503,0.022
"implizite Annahme",43.590,1,5,43.503,0.022
"unausgesprochene Annahme",43.590,1,5,43.503,0.022
"freie Anwendung",43.590,1,5,43.503,0.022
"gleiche Auswirkung",43.590,1,5,43.503,0.022
"irreführender Begriff",43.590,1,5,43.503,0.022
"inspirierendes Beispiel",43.590,1,5,43.503,0.022
"schlechte Bildung",43.590,1,5,43.503,0.022
"Entwicklung Freier Software",43.590,1,5,43.503,0.022
"Funktionsweise des Programms",43.590,1,5,43.503,0.022
"anderer Hacker",43.590,1,5,43.503,0.022
"richtige Kenntnis",43.590,1,5,43.503,0.022
"Gnu Privacy",43.590,1,5,43.503,0.022
"kommerzieller Vertrieb",43.590,1,5,43.503,0.022
"fadenscheiniger Vorwand",43.590,1,5,43.503,0.022
"möglicher Artikel",43.420,1,6,43.503,0.026
"ursprünglicher Autor",43.420,1,6,43.503,0.026
"zusätzliche Berechtigung",43.420,1,6,43.503,0.026
"freies Buch",43.420,1,6,43.503,0.026
"häufiger Einwand",43.420,1,6,43.503,0.026
"besondere Gemeinschaft",43.420,1,6,43.503,0.026
"Grundlage der Gesellschaft",43.420,1,6,43.503,0.026
"Hilfe eines Freundes",43.420,1,6,43.503,0.026
"Audio Layer",43.420,1,6,43.503,0.026
"gravierende Lücke",43.420,1,6,43.503,0.026
"patentiertes Produkt",43.420,1,6,43.503,0.026
"ausgeführtes Programm",43.420,1,6,43.503,0.026
"großer Rechner",43.420,1,6,43.503,0.026
"kompatibles System",43.420,1,6,43.503,0.026
"pauschales Verbot",43.420,1,6,43.503,0.026
"praktische Wirksamkeit",43.420,1,6,43.503,0.026
"bedeutsames Ziel",43.420,1,6,43.503,0.026
"organisierte Zusammenarbeit",43.420,1,6,43.503,0.026
"Secures Boot",43.210,1,7,43.503,0.030
"angegebene Grenze",43.210,1,7,43.503,0.030
"üblicher Kanal",43.210,1,7,43.503,0.030
"gleiche Überlegung",43.210,1,7,43.503,0.030
"restriktive Bedingung",43.040,1,8,43.503,0.035
"Bereich der Datenverarbeitung",43.040,1,8,43.503,0.035
"gutes Handbuch",43.040,1,8,43.503,0.035
"Kontrolle des Staates",43.040,1,8,43.503,0.035
"weltweite Mission",43.040,1,8,43.503,0.035
"häufige Missverständnis",43.040,1,8,43.503,0.035
"Möglichkeit der Hilfe",43.040,1,8,43.503,0.035
"Nutzung des Werks",43.040,1,8,43.503,0.035
"besondere Rechtsvorschrift",43.040,1,8,43.503,0.035
"Sache der Vergangenheit",43.040,1,8,43.503,0.035
"bekannter Standard",43.040,1,8,43.503,0.035
"anderer Verleger",43.040,1,8,43.503,0.035
"eindeutiges Wort",43.040,1,8,43.503,0.035
"substanzielle Änderung",43.040,1,8,43.503,0.035
"ähnliches Bedürfnis",42.870,1,9,43.503,0.039
"mögliche Beschränkung",42.870,1,9,43.503,0.039
"Debian Gnu",42.870,1,9,43.503,0.039
"technische Idee",42.870,1,9,43.503,0.039
"bestehende Komponente",42.870,1,9,43.503,0.039
"Liste der Autoren",42.870,1,9,43.503,0.039
"verschiedene Lizenz",42.870,1,9,43.503,0.039
"englische Originalausgabe",42.870,1,9,43.503,0.039
"Prozent des Preises",42.870,1,9,43.503,0.039
"proprietäres System",42.870,1,9,43.503,0.039
"sozialer Vorteil",42.870,1,9,43.503,0.039
"kulturelles Werk",42.870,1,9,43.503,0.039
"sorgfältige Überlegung",42.870,1,9,43.503,0.039
"langer Dateiname",42.670,1,10,43.503,0.043
"vollständiger Ersatz",42.670,1,10,43.503,0.043
"derartige Forderung",42.670,1,10,43.503,0.043
"schlechter Ort",42.670,1,10,43.503,0.043
"Weiterentwicklung des Programms",42.670,1,10,43.503,0.043
"grafische Benutzerschnittstelle",42.500,1,11,43.503,0.048
"gleicher Druck",42.500,1,11,43.503,0.048
"seltene Gabe",42.500,1,11,43.503,0.048
"gleiches Gehalt",42.500,1,11,43.503,0.048
"andere Philosophie",42.500,1,11,43.503,0.048
"Rest der Klasse",42.500,1,11,43.503,0.048
"andere Schlussfolgerung",42.500,1,11,43.503,0.048
"mögliches Spiel",42.500,1,11,43.503,0.048
"bestimmte Umgebung",42.500,1,11,43.503,0.048
"verschiedene Übersetzung",42.500,1,11,43.503,0.048
"unwiderstehliche Anziehungskraft",42.340,1,12,43.503,0.052
"unerwartete Entwicklung",42.340,1,12,43.503,0.052
"teures Geschäft",42.340,1,12,43.503,0.052
"Von Red",42.340,1,12,43.503,0.052
"direkter Druck",42.140,1,13,43.503,0.056
"einzige Grundlage",42.140,1,13,43.503,0.056
"kleiner Rechner",42.140,1,13,43.503,0.056
"freies System",42.140,1,13,43.503,0.056
"vorhandener Teil",42.140,1,13,43.503,0.056
"ethische Verpflichtung",42.140,1,13,43.503,0.056
"erforderliche Bedingung",41.980,1,14,43.503,0.060
"gleiches Gebiet",41.980,1,14,43.503,0.060
"gesamte Gemeinschaft",41.980,1,14,43.503,0.060
"falsche Idee",41.980,1,14,43.503,0.060
"moderner Rechner",41.980,1,14,43.503,0.060
"ideales System",41.980,1,14,43.503,0.060
"Wahl des Kunden",41.980,1,14,43.503,0.060
"gleiche Argumentation",41.830,1,15,43.503,0.065
"unterschiedliches Gesetz",41.830,1,15,43.503,0.065
"eigene Absicht",41.630,1,16,43.503,0.069
"ähnliche Ausstattung",41.630,1,16,43.503,0.069
"Reverse Engineering",41.630,1,16,43.503,0.069
"nahe Person",41.630,1,16,43.503,0.069
"guter Programmierer",41.630,1,16,43.503,0.069
"offener Quellcode",41.630,1,16,43.503,0.069
"wohltätige Einrichtung",41.470,1,17,43.503,0.073
"praktischer Gesichtspunkt",41.470,1,17,43.503,0.073
"gedrucktes Handbuch",41.470,1,17,43.503,0.073
"guter Begriff",41.320,1,18,43.503,0.078
"unwichtiges Detail",41.320,1,18,43.503,0.078
"bestimmte Einschränkung",41.320,1,18,43.503,0.078
"bestimmte Richtlinie",41.320,1,18,43.503,0.078
"virtueller Speicher",41.320,1,18,43.503,0.078
"Version des Programms",41.320,1,18,43.503,0.078
"organisatorische Grundlage",41.130,1,19,43.503,0.082
"kompetente Person",41.130,1,19,43.503,0.082
"ganzer Abschnitt",40.980,1,20,43.503,0.086
"endgültiges Ziel",40.980,1,20,43.503,0.086
"interessante Arbeit",40.830,1,21,43.503,0.091
"Beginn der Entwicklung",40.830,1,21,43.503,0.091
"eigentliche Botschaft",40.830,1,21,43.503,0.091
"Frage des Preises",40.830,1,21,43.503,0.091
"Weise Geld",40.830,1,21,43.503,0.091
"Artificial Intelligence",40.830,1,21,43.503,0.091
"Amazon Kindle",40.830,1,21,43.503,0.091
"Leben Anderer Menschen",40.830,1,21,43.503,0.091
"steigende Nutzerzahl",40.830,1,21,43.503,0.091
"geschriebenes Programm",40.830,1,21,43.503,0.091
"leistungsfähige Software",40.830,1,21,43.503,0.091
"Teil des Textes",40.830,1,21,43.503,0.091
"nützliches Wissen",40.830,1,21,43.503,0.091
"spanisches Wort",40.830,1,21,43.503,0.091
"gebräuchlicher Begriff",40.640,1,22,43.503,0.095
"innovatives Programm",40.640,1,22,43.503,0.095
"einfache Entscheidung",40.490,1,23,43.503,0.099
"verursachtes Problem",40.490,1,23,43.503,0.099
"National Science",40.490,1,23,43.503,0.099
"Teil des Gewinns",40.490,1,23,43.503,0.099
"unerwartetes Problem",40.350,1,24,43.503,0.104
"nützliche Anwendung",40.160,1,25,43.503,0.108
"allgemeine Aufgabe",40.160,1,25,43.503,0.108
"praktische Erwägung",40.160,1,25,43.503,0.108
"genutzte Software",40.160,1,25,43.503,0.108
"wichtiger Lebensbereich",40.020,1,26,43.503,0.112
"abgeleitetes Werk",40.020,1,26,43.503,0.112
"gleiches Argument",39.880,1,27,43.503,0.117
"weite Ressource",39.880,1,27,43.503,0.117
"anderer Nachteil",39.560,1,29,43.503,0.125
"paradoxe Situation",39.560,1,29,43.503,0.125
"Teil der Gemeinschaft",39.560,1,29,43.503,0.125
"anderes Programm",39.520,3,539,130.509,2.329
"engagierter Mensch",39.450,2,285,87.006,1.231
"andere Formulierung",39.420,1,30,43.503,0.130
"unveräußerliches Recht",39.420,1,30,43.503,0.130
"freie Version",39.420,1,30,43.503,0.130
"Problem der Welt",39.280,1,31,43.503,0.134
"weites Schreiben",39.110,1,32,43.503,0.138
"kommerzielle Software",39.110,1,32,43.503,0.138
"Science Foundation",38.970,1,33,43.503,0.143
"größtmögliche Freiheit",38.970,1,33,43.503,0.143
"tatsächliches Problem",38.970,1,33,43.503,0.143
"wichtiger Weg",38.970,1,33,43.503,0.143
"Änderung des Namens",38.970,1,33,43.503,0.143
"guter Bürger",38.830,1,34,43.503,0.147
"fertiges Ergebnis",38.830,1,34,43.503,0.147
"neues Handbuch",38.830,1,34,43.503,0.147
"damaliger Leiter",38.830,1,34,43.503,0.147
"beliebiger Rechner",38.830,1,34,43.503,0.147
"fehlender Teil",38.830,1,34,43.503,0.147
"bestimmte Fähigkeit",38.660,1,35,43.503,0.151
"allgemeine Bedeutung",38.530,1,36,43.503,0.156
"verschiedene Bedeutung",38.530,1,36,43.503,0.156
"bloße Existenz",38.530,1,36,43.503,0.156
"geringes Entgelt",38.400,1,37,43.503,0.160
"eigene Freiheit",38.400,1,37,43.503,0.160
"ander Freiwillige",38.400,1,37,43.503,0.160
"wichtiges Programm",38.230,1,38,43.503,0.164
"praktischer Vorteil",38.230,1,38,43.503,0.164
"eigenes Betriebssystem",38.100,1,39,43.503,0.168
"verschiedene Herausforderung",38.100,1,39,43.503,0.168
"professioneller Musiker",38.100,1,39,43.503,0.168
"notwendige Aufgabe",37.970,1,40,43.503,0.173
"unterschiedliches Problem",37.970,1,40,43.503,0.173
"verschiedene Antwort",37.810,1,41,43.503,0.177
"umfangreiche Aufgabe",37.810,1,41,43.503,0.177
"Teil der Einnahmen",37.810,1,41,43.503,0.177
"beschriebene Weise",37.810,1,41,43.503,0.177
"geringes Übel",37.810,1,41,43.503,0.177
"anderes Utensil",37.680,1,42,43.503,0.181
"üblicher Preis",37.550,1,43,43.503,0.186
"erhöhter Aufwand",37.400,1,44,43.503,0.190
"gesamte Energie",37.400,1,44,43.503,0.190
"ungewöhnliche Weise",37.400,1,44,43.503,0.190
"funktionierendes System",37.150,1,46,43.503,0.199
"echter Gewinn",36.870,1,48,43.503,0.207
"vollständige Übersicht",36.870,1,48,43.503,0.207
"grundlegende Anforderung",36.600,1,50,43.503,0.216
"weite Anfrage",36.600,1,50,43.503,0.216
"niedriger Preis",36.400,3,605,130.509,2.614
"andere Gruppierung",36.240,1,53,43.503,0.229
"wichtige Möglichkeit",36.240,1,53,43.503,0.229
"bestimmte Anwendung",35.980,1,55,43.503,0.238
"kurze Darstellung",35.860,1,56,43.503,0.242
"erweiterte Version",35.860,1,56,43.503,0.242
"produktiver Einsatz",35.720,1,57,43.503,0.246
"öffentliche Nutzung",35.720,1,57,43.503,0.246
"gutes Englisch",35.720,1,57,43.503,0.246
"neue Grundlage",35.600,1,58,43.503,0.251
"ursprünglicher Name",35.600,1,58,43.503,0.251
"entscheidender Fall",35.490,1,59,43.503,0.255
"bestimmte Situation",35.290,2,346,87.006,1.495
"bestimmtes Programm",35.120,1,62,43.503,0.268
"frankierter Rückumschlag",35.120,1,62,43.503,0.268
"notwendige Bedingung",34.990,1,63,43.503,0.272
"beantwortete Frage",34.880,1,64,43.503,0.277
"verbesserte Version",34.880,1,64,43.503,0.277
"Internet der Dinge",34.630,1,66,43.503,0.285
"vollständige Kontrolle",34.520,1,67,43.503,0.289
"feste Gruppe",34.420,1,68,43.503,0.294
"anderer Läufer",34.420,1,68,43.503,0.294
"genauer Wortlaut",34.420,1,68,43.503,0.294
"meistes Geld",34.290,1,69,43.503,0.298
"späte Änderung",34.290,1,69,43.503,0.298
"wesentliche Eigenschaft",34.180,1,70,43.503,0.302
"ethischer Grund",34.180,1,70,43.503,0.302
"weites Indiz",33.950,1,72,43.503,0.311
"neues Paket",33.950,1,72,43.503,0.311
"freie Welt",33.740,1,74,43.503,0.320
"starkes Gefühl",33.310,1,78,43.503,0.337
"praktisches Problem",33.310,1,78,43.503,0.337
"eigene Software",33.310,1,78,43.503,0.337
"schwieriger Teil",33.310,1,78,43.503,0.337
"geistiges Eigentumsrecht",33.190,1,79,43.503,0.341
"erstes Programm",33.190,1,79,43.503,0.341
"ethischer Wert",33.190,1,79,43.503,0.341
"andere Strategie",32.990,1,81,43.503,0.350
"weites Ding",32.870,1,82,43.503,0.354
"alternativer Weg",32.550,1,85,43.503,0.367
"schädliche Auswirkung",32.460,1,86,43.503,0.372
"weite Stelle",32.460,1,86,43.503,0.372
"falsche Antwort",32.250,1,88,43.503,0.380
"Massachusetts Institut",32.250,1,88,43.503,0.380
"öffentliche Einrichtung",32.100,3,717,130.509,3.098
"eigentlicher Zweck",32.060,1,90,43.503,0.389
"anderer Nutzer",32.060,3,718,130.509,3.102
"eigene Anforderung",31.950,1,91,43.503,0.393
"spezielle Aufgabe",31.470,1,96,43.503,0.415
"private Hand",31.190,1,99,43.503,0.428
"indirekter Schaden",30.990,1,101,43.503,0.436
"schwere Entscheidung",30.900,1,102,43.503,0.441
"gute Praxis",30.800,1,103,43.503,0.445
"nationale Sicherheit",30.710,1,104,43.503,0.449
"Spitze des Eisbergs",30.710,1,104,43.503,0.449
"elektronisches Buch",30.630,1,105,43.503,0.454
"unterschiedliche Sichtweise",30.440,1,107,43.503,0.462
"weiter Text",30.090,1,111,43.503,0.480
"alltägliche Situation",30.010,1,112,43.503,0.484
"wahrer Grund",29.830,1,114,43.503,0.493
"neuer Nutzer",29.750,1,115,43.503,0.497
"bewusste Entscheidung",29.490,1,118,43.503,0.510
"neuer Rechner",29.240,1,121,43.503,0.523
"bestimmte Weise",29.140,1,122,43.503,0.527
"lange Sicht",29.090,3,815,130.509,3.521
"erster Weg",28.580,1,129,43.503,0.557
