"corpus","user/lx262/gnu_en_de_terms_v04__english"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"ethical issue",37.000,1,38,41.880,0.160
"virtual memory",37.000,1,38,41.880,0.160
"certain part",37.000,1,38,41.880,0.160
"asking permission",36.840,1,39,41.880,0.164
"whole collection",36.710,1,40,41.880,0.168
"early date",36.590,1,41,41.880,0.173
"real message",36.340,1,43,41.880,0.181
"real source",36.180,1,44,41.880,0.185
"necessary condition",36.060,1,45,41.880,0.189
"family counseling",36.060,1,45,41.880,0.189
"extended version",36.060,1,45,41.880,0.189
"related issue",35.940,1,46,41.880,0.194
"careful thought",35.940,1,46,41.880,0.194
"system today",35.940,1,46,41.880,0.194
"unusual way",35.440,1,50,41.880,0.210
"right question",35.200,1,52,41.880,0.219
"own choosing",35.060,1,53,41.880,0.223
"actual problem",35.060,1,53,41.880,0.223
"wrong idea",34.950,1,54,41.880,0.227
"first program",34.950,1,54,41.880,0.227
"object code",34.830,1,55,41.880,0.231
"whole society",34.830,1,55,41.880,0.231
"computer user",34.830,1,55,41.880,0.231
"brief statement",34.610,1,57,41.880,0.240
"particular user",34.360,1,59,41.880,0.248
"other sort",34.250,1,60,41.880,0.252
"little extra time",34.140,1,61,41.880,0.257
"control program",34.030,1,62,41.880,0.261
"case someone",34.030,1,62,41.880,0.261
"major obstacle",33.900,1,63,41.880,0.265
"such software",33.900,1,63,41.880,0.265
"common concern",33.680,1,65,41.880,0.274
"paying tribute",33.680,1,65,41.880,0.274
"software vendor",33.680,1,65,41.880,0.274
"interesting work",33.580,1,66,41.880,0.278
"particular task",33.470,1,67,41.880,0.282
"strong feeling",33.240,1,69,41.880,0.290
"developing software",33.140,1,70,41.880,0.295
"common thing",33.030,1,71,41.880,0.299
"major advantage",32.930,1,72,41.880,0.303
"back door",32.830,2,376,83.759,1.582
"something close",32.810,1,73,41.880,0.307
"great cost",32.810,1,73,41.880,0.307
"other entity",32.810,1,73,41.880,0.307
"same condition",32.710,1,74,41.880,0.311
"central idea",32.710,1,74,41.880,0.311
"community project",32.710,1,74,41.880,0.311
"client software",32.710,1,74,41.880,0.311
"particular job",32.610,1,75,41.880,0.316
"part-time work",32.610,1,75,41.880,0.316
"large project",32.510,1,76,41.880,0.320
"practical matter",32.390,1,77,41.880,0.324
"first way",32.390,1,77,41.880,0.324
"strategic decision",32.290,1,78,41.880,0.328
"educational environment",32.290,1,78,41.880,0.328
"output file",32.290,1,78,41.880,0.328
"good system",32.290,1,78,41.880,0.328
"public entity",32.190,1,79,41.880,0.332
"direct way",32.190,1,79,41.880,0.332
"good conscience",31.880,1,82,41.880,0.345
"same program",31.880,1,82,41.880,0.345
"bad place",31.790,1,83,41.880,0.349
"intended purpose",31.790,1,83,41.880,0.349
"easy choice",31.690,1,84,41.880,0.353
"same field",31.600,1,85,41.880,0.358
"repair service",31.600,1,85,41.880,0.358
"commercial software",31.510,1,86,41.880,0.362
"community spirit",31.510,1,86,41.880,0.362
"great loss",30.910,1,92,41.880,0.387
"public display",30.740,1,94,41.880,0.396
"memory usage",30.740,1,94,41.880,0.396
"original name",30.560,1,96,41.880,0.404
"big job",30.200,1,100,41.880,0.421
"wrong answer",30.090,1,101,41.880,0.425
"other activity",29.840,1,104,41.880,0.438
"network access",29.650,1,106,41.880,0.446
"whole issue",29.570,1,107,41.880,0.450
"building community",29.490,1,108,41.880,0.454
"system administrator",29.070,1,113,41.880,0.476
"average user",29.070,1,113,41.880,0.476
"patent system",28.820,1,116,41.880,0.488
"good strategy",28.590,1,119,41.880,0.501
"software system",28.190,1,124,41.880,0.522
"practical use",28.100,1,125,41.880,0.526
"writing code",27.880,1,128,41.880,0.539
"business practice",27.810,1,129,41.880,0.543
"new issue",27.350,1,135,41.880,0.568
"residential area",27.070,1,139,41.880,0.585
"copyright holder",26.980,1,140,41.880,0.589
"3d printer",26.920,1,141,41.880,0.593
"low price",26.870,2,512,83.759,2.155
"computer lab",26.290,1,150,41.880,0.631
"open source",26.160,12,4336,502.555,18.246
"program development",26.020,1,154,41.880,0.648
"only issue",26.020,1,154,41.880,0.648
"special kind",25.960,1,155,41.880,0.652
"same conclusion",25.370,1,164,41.880,0.690
"large collection",25.190,1,167,41.880,0.703
"essential part",24.850,2,573,83.759,2.411
"front end",24.700,2,578,83.759,2.432
"particular situation",24.640,1,176,41.880,0.741
"long wait",24.520,1,178,41.880,0.749
"particular way",24.400,1,180,41.880,0.757
"police state",24.290,1,182,41.880,0.766
"general rule",24.080,2,599,83.759,2.521
"same category",23.890,1,189,41.880,0.795
"short run",23.890,1,189,41.880,0.795
"great extent",23.780,1,191,41.880,0.804
"development project",23.180,1,202,41.880,0.850
"same token",23.130,1,203,41.880,0.854
"case-by-case basis",23.080,1,204,41.880,0.858
"next person",22.770,1,210,41.880,0.884
"space station",22.620,1,213,41.880,0.896
"own sake",22.570,1,214,41.880,0.901
"self defense",22.370,1,218,41.880,0.917
"intellectual property",22.360,6,2443,251.277,10.280
"receiving end",22.230,1,221,41.880,0.930
"clear picture",22.130,1,223,41.880,0.938
"extra effort",22.030,1,225,41.880,0.947
"printing press",21.840,1,229,41.880,0.964
"full spectrum",21.700,1,232,41.880,0.976
"free market",20.900,2,726,83.759,3.055
"public domain",20.750,2,733,83.759,3.084
"new computer",20.640,1,256,41.880,1.077
"development environment",20.360,1,263,41.880,1.107
"special issue",19.880,1,275,41.880,1.157
"making money",19.130,3,1336,125.639,5.622
"competitive edge",19.100,1,296,41.880,1.246
"commercial use",18.990,1,299,41.880,1.258
"real work",18.960,1,300,41.880,1.262
"first instance",18.580,1,311,41.880,1.309
"broad spectrum",18.510,1,313,41.880,1.317
"software program",18.470,1,314,41.880,1.321
"full control",18.380,1,317,41.880,1.334
"copyright law",18.380,1,317,41.880,1.334
"free speech",18.300,2,863,83.759,3.632
"free version",18.220,1,322,41.880,1.355
"life span",17.890,1,332,41.880,1.397
"text editor",17.770,1,336,41.880,1.414
"main purpose",17.110,1,358,41.880,1.506
"other country",16.370,1,385,41.880,1.620
"major problem",15.690,1,412,41.880,1.734
"file system",15.570,1,417,41.880,1.755
"real reason",15.290,1,429,41.880,1.805
"computer system",15.110,1,437,41.880,1.839
"open source software",14.840,1,449,41.880,1.889
"available today",14.560,1,462,41.880,1.944
"source software",14.360,1,472,41.880,1.986
"programming language",14.320,1,474,41.880,1.995
"new program",13.520,1,516,41.880,2.171
"complete list",13.380,1,524,41.880,2.205
"long run",13.060,3,2066,125.639,8.694
"same reason",12.600,1,571,41.880,2.403
"nonprofit organization",12.270,1,593,41.880,2.495
"same problem",12.270,1,593,41.880,2.495
"real problem",11.690,1,634,41.880,2.668
"good practice",11.630,1,639,41.880,2.689
"extra time",11.440,1,653,41.880,2.748
"own work",11.390,1,657,41.880,2.765
"tax rate",11.020,1,687,41.880,2.891
"ultimate goal",10.950,1,693,41.880,2.916
"extra money",10.780,1,708,41.880,2.979
"doing anything",9.620,1,822,41.880,3.459
"important thing",8.640,2,2094,83.759,8.812
"part time",8.400,1,976,41.880,4.107
"english language",8.010,1,1035,41.880,4.355
"large amount",7.560,1,1110,41.880,4.671
"own life",7.070,1,1204,41.880,5.066
"only way",6.810,3,4179,125.639,17.585
"mailing list",6.600,1,1306,41.880,5.496
"national security",5.770,1,1527,41.880,6.426
"right thing",5.060,1,1777,41.880,7.478
"business model",4.960,1,1817,41.880,7.646
"good way",4.470,1,2040,41.880,8.584
"good job",4.200,1,2191,41.880,9.220
"mobile phone",3.950,1,2345,41.880,9.868
"first step",2.560,1,3736,41.880,15.721
"same thing",2.020,1,4801,41.880,20.203
"other hand",1.210,1,8170,41.880,34.380
"long time",1.050,1,9505,41.880,39.997
"same time",0.670,1,14930,41.880,62.826
"first time",0.570,1,17558,41.880,73.885
