"corpus","user/lx262/gnu_en_de_terms_v04__german"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"Utah",21.700,1,20808,43.503,1.050
"GUI",21.670,1,20877,43.503,1.054
"Kommerzialisierung",21.550,1,21093,43.503,1.065
"kontrollieren",21.540,17,661320,739.548,33.386
"Übersetzen",21.480,1,21227,43.503,1.072
"strengen",21.440,1,21305,43.503,1.076
"behindern",21.320,6,223588,261.017,11.288
"Äquivalent",21.300,1,21579,43.503,1.089
"zweierlei",21.290,2,62063,87.006,3.133
"Textpassage",21.280,1,21615,43.503,1.091
"Nachschlagewerk",21.050,2,62996,87.006,3.180
"versiegelt",20.970,1,22225,43.503,1.122
"fadenscheinig",20.970,1,22239,43.503,1.123
"praktizierend",20.960,1,22242,43.503,1.123
"Schlussfolgerung",20.900,4,146041,174.011,7.373
"Übeltäter",20.850,1,22471,43.503,1.134
"ethisch",20.790,6,229798,261.017,11.601
"freimachen",20.770,1,22632,43.503,1.143
"voranstellen",20.590,1,23008,43.503,1.162
"spöttisch",20.550,1,23079,43.503,1.165
"weigern",20.430,5,192103,217.514,9.698
"makaber",20.420,1,23357,43.503,1.179
"auferlegt",20.330,1,23555,43.503,1.189
"Fortschreiten",20.280,1,23659,43.503,1.194
"gebührenpflichtig",20.260,1,23695,43.503,1.196
"kopieren",20.230,8,321933,348.023,16.253
"vervielfältigen",20.170,1,23891,43.503,1.206
"Common",20.130,1,23978,43.503,1.211
"Entwicklungsprojekt",20.130,1,23983,43.503,1.211
"ungültig",19.940,2,67594,87.006,3.412
"Public",19.940,4,154023,174.011,7.776
"Vertriebsweg",19.920,1,24454,43.503,1.235
"egoistisch",19.910,2,67733,87.006,3.419
"beantwortet",19.870,1,24553,43.503,1.240
"aufwerfen",19.860,2,67967,87.006,3.431
"Eigentumsrecht",19.800,1,24720,43.503,1.248
"andernfalls",19.610,3,113005,130.509,5.705
"hinzufügen",19.610,10,420730,435.028,21.240
"einsatzfähig",19.570,1,25240,43.503,1.274
"Open",19.440,10,424374,435.028,21.424
"substanziell",19.440,1,25548,43.503,1.290
"wohltätig",19.300,1,25874,43.503,1.306
"unmoralisch",19.280,1,25916,43.503,1.308
"ig",19.270,4,160107,174.011,8.083
"patentiert",19.150,2,71233,87.006,3.596
"anwendbar",19.110,3,116531,130.509,5.883
"Entwickeln",19.090,1,26369,43.503,1.331
"unerschütterlich",19.020,1,26527,43.503,1.339
"ungeheuerlich",19.010,1,26560,43.503,1.341
"Dokumentation",18.970,11,481005,478.531,24.283
"Gemeinschaftsprojekt",18.900,1,26828,43.503,1.354
"vergeuden",18.880,1,26891,43.503,1.358
"schwerfällig",18.840,1,26990,43.503,1.363
"Vertrieb",18.790,9,394006,391.526,19.891
"Hardware",18.780,7,302418,304.520,15.267
"gespendet",18.770,1,27155,43.503,1.371
"versagen",18.630,5,212468,217.514,10.726
"Raumstation",18.560,1,27695,43.503,1.398
"zuwider",18.470,1,27931,43.503,1.410
"Zugänglichkeit",18.450,1,27967,43.503,1.412
"Nützliche",18.390,1,28138,43.503,1.421
"unbestreitbar",18.380,1,28164,43.503,1.422
"Annahme",18.330,10,451304,435.028,22.784
"Glücksgefühl",18.300,1,28366,43.503,1.432
"Massachusetts",18.270,1,28438,43.503,1.436
"Quell",18.250,1,28488,43.503,1.438
"Commons",18.200,1,28634,43.503,1.446
"zensieren",18.160,1,28734,43.503,1.451
"weitverbreitet",18.000,1,29163,43.503,1.472
"rückwirkend",17.950,2,77331,87.006,3.904
"beachtenswert",17.840,1,29611,43.503,1.495
"Enzyklopädie",17.830,1,29638,43.503,1.496
"vertreiben",17.790,9,417365,391.526,21.070
"maximieren",17.760,1,29826,43.503,1.506
"Terminologie",17.740,1,29886,43.503,1.509
"einfordern",17.580,3,128347,130.509,6.479
"auserwählt",17.580,1,30348,43.503,1.532
"gespalten",17.570,1,30354,43.503,1.532
"abfeuern",17.530,1,30486,43.503,1.539
"gastfreundlich",17.470,1,30644,43.503,1.547
"einführend",17.450,1,30698,43.503,1.550
"Durchsetzung",17.450,3,129445,130.509,6.535
"Spezifikation",17.330,2,80755,87.006,4.077
"Debian",17.270,1,31227,43.503,1.576
"Popularität",17.200,2,81519,87.006,4.115
"Verwaltungsaufwand",17.160,1,31548,43.503,1.593
"Zeitvertreib",17.080,1,31809,43.503,1.606
"Eigentum",17.040,7,335303,304.520,16.928
"ebensolch",17.030,1,31948,43.503,1.613
"Lücke",17.030,7,335560,304.520,16.940
"Joch",17.030,1,31965,43.503,1.614
"unwiderruflich",17.020,1,31973,43.503,1.614
"Auswuchs",17.010,1,32030,43.503,1.617
"Linus",17.000,1,32047,43.503,1.618
"Produktionskosten",16.960,1,32153,43.503,1.623
"Layer",16.890,1,32397,43.503,1.636
"Änderung",16.830,26,1312840,1131.074,66.278
"annehmbar",16.820,1,32612,43.503,1.646
"Mailingliste",16.730,1,32879,43.503,1.660
"privatisieren",16.720,1,32920,43.503,1.662
"Wochenstunde",16.710,1,32937,43.503,1.663
"Weigerung",16.670,1,33071,43.503,1.670
"Dateisystem",16.640,1,33160,43.503,1.674
"Richtlinie",16.600,10,500394,435.028,25.262
"Blumentopf",16.580,1,33354,43.503,1.684
"Verkaufen",16.550,1,33461,43.503,1.689
"unerhört",16.450,1,33769,43.503,1.705
"veralten",16.430,1,33846,43.503,1.709
"missbräuchlich",16.390,1,33978,43.503,1.715
"Mitmensch",16.380,4,191855,174.011,9.686
"Senden",16.370,1,34040,43.503,1.718
"benutzen",16.350,32,1667555,1392.091,84.185
"Nächste",16.260,3,140376,130.509,7.087
"erfordern",16.250,13,670629,565.537,33.856
"ermutigend",16.190,1,34643,43.503,1.749
"nächsten",16.160,1,34736,43.503,1.754
"Urheberrechtsverletzung",16.160,1,34752,43.503,1.754
"basiert",16.090,1,34973,43.503,1.766
"fortfahren",16.090,1,34975,43.503,1.766
"Lawrence",15.970,1,35403,43.503,1.787
"summieren",15.880,1,35709,43.503,1.803
"Hauptursache",15.810,1,35940,43.503,1.814
"erledigen",15.790,14,745322,609.040,37.627
"naturgemäß",15.780,2,90660,87.006,4.577
"Unterweisung",15.750,1,36166,43.503,1.826
"zweitrangig",15.750,1,36173,43.503,1.826
"Treiber",15.680,3,146369,130.509,7.389
"zusammenarbeiten",15.670,5,256468,217.514,12.948
"namens",15.620,8,422685,348.023,21.339
"erlöschen",15.620,2,91795,87.006,4.634
"übersenden",15.590,1,36730,43.503,1.854
"Läufer",15.580,5,258047,217.514,13.027
"Androhung",15.410,1,37413,43.503,1.889
"stattdessen",15.380,6,317726,261.017,16.040
"Gerichtsstand",15.330,1,37713,43.503,1.904
"Erbringung",15.310,1,37764,43.503,1.906
"FTP",15.240,1,38023,43.503,1.920
"sorglos",15.230,1,38076,43.503,1.922
"Harvard",15.210,1,38164,43.503,1.927
"Geschäftskunde",15.060,1,38714,43.503,1.954
"verwirrend",15.020,2,96223,87.006,4.858
"Dienstleistungsunternehmen",14.970,1,39085,43.503,1.973
"Verwechslung",14.940,1,39184,43.503,1.978
"Voraussicht",14.940,1,39199,43.503,1.979
"Rechtsordnung",14.940,1,39206,43.503,1.979
"Bildungsbereich",14.940,1,39214,43.503,1.980
"Task",14.930,1,39244,43.503,1.981
"gelaufen",14.890,1,39411,43.503,1.990
"loyal",14.850,1,39546,43.503,1.996
"unbeantwortet",14.830,1,39639,43.503,2.001
"adaptieren",14.830,1,39652,43.503,2.002
"Funktionsweise",14.820,2,97810,87.006,4.938
"bösartig",14.810,2,97863,87.006,4.941
"Selbstverteidigung",14.800,1,39769,43.503,2.008
"veranschaulichen",14.780,2,98122,87.006,4.954
"Miguel",14.730,1,40035,43.503,2.021
"gratis",14.720,6,332739,261.017,16.798
"brauchbar",14.720,3,157161,130.509,7.934
"durchführbar",14.690,1,40186,43.503,2.029
"Durchhaltevermögen",14.690,1,40213,43.503,2.030
"Koordinierung",14.620,1,40483,43.503,2.044
"Häufigkeit",14.600,2,99610,87.006,5.029
"gleichbedeutend",14.540,1,40823,43.503,2.061
"konstituieren",14.490,1,41038,43.503,2.072
"Ausschreitung",14.410,1,41355,43.503,2.088
"genutzt",14.360,4,221559,174.011,11.185
"qualifizieren",14.320,6,342742,261.017,17.303
"stilllegen",14.280,1,41922,43.503,2.116
"besagen",14.250,3,162950,130.509,8.226
"frustrierend",14.230,1,42141,43.503,2.127
"freundlicherweise",14.160,1,42451,43.503,2.143
"Engineering",14.140,2,103474,87.006,5.224
"Einzelperson",14.140,2,103475,87.006,5.224
"befolgen",14.110,2,103697,87.006,5.235
"unüblich",14.100,1,42709,43.503,2.156
"nützlich",14.080,9,532439,391.526,26.880
"tappen",14.070,1,42857,43.503,2.164
"anvertrauen",14.010,2,104630,87.006,5.282
"transferieren",14.000,1,43144,43.503,2.178
"Manifest",13.980,1,43251,43.503,2.183
"subtil",13.930,2,105365,87.006,5.319
"Intelligence",13.900,1,43608,43.503,2.202
"Kompatibilität",13.900,1,43614,43.503,2.202
"rentabel",13.880,1,43686,43.503,2.205
"umsonst",13.810,5,293661,217.514,14.825
"gerechtfertigt",13.800,1,44049,43.503,2.224
"Eisberg",13.790,1,44126,43.503,2.228
"untersagen",13.740,3,169723,130.509,8.568
"Murphy",13.680,1,44625,43.503,2.253
"Formatierung",13.640,1,44843,43.503,2.264
"mehrsprachig",13.600,1,45015,43.503,2.273
"gewährt",13.590,1,45051,43.503,2.274
"Historie",13.570,2,108670,87.006,5.486
"Vorkehrung",13.570,1,45166,43.503,2.280
"angenommen",13.560,2,108722,87.006,5.489
"Paradigma",13.560,1,45210,43.503,2.282
"Falle",13.440,3,173958,130.509,8.782
"unaufhaltsam",13.440,1,45770,43.503,2.311
"zusammengesetzt",13.360,1,46193,43.503,2.332
"Schlechte",13.350,1,46203,43.503,2.333
"irgendjemand",13.330,2,110971,87.006,5.602
"einschränken",13.320,6,369892,261.017,18.674
"unwichtig",13.230,2,111997,87.006,5.654
"verbreiten",13.200,11,699560,478.531,35.317
"spalten",13.150,2,112764,87.006,5.693
"fälschlicherweise",13.150,1,47240,43.503,2.385
"anpassen",13.130,9,572165,391.526,28.885
"Dateiname",13.100,1,47498,43.503,2.398
"Abseits",13.080,1,47571,43.503,2.402
"Erlaubnis",13.070,3,179535,130.509,9.064
"beitreten",13.020,2,114064,87.006,5.758
"gegenteilig",13.010,1,47951,43.503,2.421
"Kontrolle",12.980,16,1043625,696.046,52.687
"lehren",12.940,6,381166,261.017,19.243
"Gutschrift",12.930,1,48343,43.503,2.441
"Einsendung",12.920,1,48446,43.503,2.446
"anstelle",12.900,4,248989,174.011,12.570
"Ära",12.880,2,115580,87.006,5.835
"anstatt",12.860,9,584920,391.526,29.529
"Transparent",12.840,1,48855,43.503,2.466
"gedruckt",12.820,3,183398,130.509,9.259
"eingrenzen",12.810,1,48982,43.503,2.473
"Rechtsvorschrift",12.790,1,49128,43.503,2.480
"Bedrohung",12.780,4,251471,174.011,12.695
"abrufbar",12.760,2,116783,87.006,5.896
"unwiderstehlich",12.700,1,49604,43.503,2.504
"Schriftart",12.690,1,49651,43.503,2.507
"Wortlaut",12.630,2,118237,87.006,5.969
"einlesen",12.580,1,50256,43.503,2.537
"ahnungslos",12.520,1,50601,43.503,2.555
"abgeleitet",12.430,1,51115,43.503,2.581
"verärgert",12.390,1,51322,43.503,2.591
"zurückbleiben",12.380,1,51405,43.503,2.595
"tabu",12.380,1,51423,43.503,2.596
"Pascal",12.300,2,121959,87.006,6.157
"Ungleichgewicht",12.280,1,51983,43.503,2.624
"widersetzen",12.280,1,51988,43.503,2.625
"zunichte",12.150,1,52759,43.503,2.663
"verbraucht",12.140,1,52817,43.503,2.666
"berechnen",12.070,8,552844,348.023,27.910
"Menschenverstand",12.060,1,53308,43.503,2.691
"Erfinder",12.050,2,124895,87.006,6.305
"Kreativität",12.040,6,411344,261.017,20.766
"Produktivität",11.960,2,125944,87.006,6.358
"Fußnote",11.940,1,54016,43.503,2.727
"Verkäuferin",11.880,1,54366,43.503,2.745
"pervers",11.850,1,54585,43.503,2.756
"Compliance",11.830,1,54708,43.503,2.762
"bereitwillig",11.800,1,54905,43.503,2.772
"verzögern",11.790,2,128028,87.006,6.463
"Nutzungsbedingung",11.780,1,55051,43.503,2.779
"Versprechen",11.680,3,203235,130.509,10.260
"Zuweisung",11.640,1,55955,43.503,2.825
"Entgelt",11.600,2,130489,87.006,6.588
"paradox",11.570,1,56362,43.503,2.845
"unerträglich",11.540,2,131228,87.006,6.625
"Richard",11.530,6,430520,261.017,21.734
"umwandeln",11.520,4,281056,174.011,14.189
"helfend",11.490,1,56889,43.503,2.872
"widerrufen",11.490,1,56933,43.503,2.874
"Atmen",11.480,1,56967,43.503,2.876
"Blütezeit",11.450,1,57153,43.503,2.885
"ausüben",11.430,6,434121,261.017,21.916
"zusammenfügen",11.410,1,57447,43.503,2.900
"Einhaltung",11.410,4,284142,174.011,14.345
"implizit",11.400,1,57541,43.503,2.905
"bedeutet",11.380,1,57686,43.503,2.912
"vergnügen",11.370,1,57715,43.503,2.914
"praktizieren",11.360,3,209547,130.509,10.579
"Köder",11.320,1,58061,43.503,2.931
"gewähren",11.320,5,362620,217.514,18.307
"rekrutieren",11.280,1,58312,43.503,2.944
"Anziehungskraft",11.270,1,58430,43.503,2.950
"vornehmen",11.220,14,1056820,609.040,53.353
"Utensil",11.220,1,58767,43.503,2.967
"verfügbar",11.060,13,994627,565.537,50.213
"schaden",11.050,6,449940,261.017,22.715
"Vorläufer",11.010,1,60251,43.503,3.042
"Wettbewerbsvorteil",11.000,1,60327,43.503,3.046
"Teilzeit",10.990,1,60388,43.503,3.049
"profitabel",10.990,1,60417,43.503,3.050
"Bequemlichkeit",10.980,1,60448,43.503,3.052
"verdienen",10.970,19,1473864,826.554,74.407
"Monopol",10.860,1,61382,43.503,3.099
"assoziieren",10.790,1,61919,43.503,3.126
"bereitgestellt",10.770,1,62071,43.503,3.134
"Einwand",10.770,2,142126,87.006,7.175
"Steuersatz",10.730,1,62340,43.503,3.147
"ermuntern",10.720,1,62418,43.503,3.151
"fernhalten",10.710,1,62483,43.503,3.154
"Geschäftsleute",10.660,1,62903,43.503,3.176
"unterzeichnen",10.640,3,224971,130.509,11.357
"Dienstleistung",10.610,11,875687,478.531,44.208
"wegwerfen",10.600,1,63356,43.503,3.198
"konkurrieren",10.540,1,63861,43.503,3.224
"Löschen",10.520,1,63990,43.503,3.230
"Regiment",10.510,1,64078,43.503,3.235
"Shell",10.500,1,64108,43.503,3.236
"ansammeln",10.490,1,64244,43.503,3.243
"Collection",10.440,1,64648,43.503,3.264
"Kriterium",10.430,9,725393,391.526,36.621
"Chief",10.380,1,65092,43.503,3.286
"unmissverständlich",10.310,1,65708,43.503,3.317
"irgendetwas",10.290,3,233297,130.509,11.778
"Make",10.270,1,66004,43.503,3.332
"bestrafen",10.260,3,234055,130.509,11.816
"unverändert",10.110,3,237899,130.509,12.010
"voranbringen",10.060,1,67840,43.503,3.425
"Ersatz",10.060,4,324952,174.011,16.405
"verpasst",10.030,1,68072,43.503,3.437
"Rhetorik",10.020,1,68156,43.503,3.441
"verschenken",9.990,3,240920,130.509,12.163
"Anschauung",9.950,1,68803,43.503,3.473
"einwenden",9.920,1,69048,43.503,3.486
"inspirierend",9.920,1,69089,43.503,3.488
"erörtern",9.910,2,156047,87.006,7.878
"Internetpräsenz",9.900,1,69247,43.503,3.496
"gemeinnützig",9.900,3,243431,130.509,12.289
"geringfügig",9.850,2,157136,87.006,7.933
"Übersetzung",9.830,5,420342,217.514,21.221
"ausgeführt",9.830,1,69886,43.503,3.528
"verlangen",9.820,14,1210654,609.040,61.119
"gewöhnlich",9.820,5,420966,217.514,21.252
"Gehorsam",9.810,1,70046,43.503,3.536
"benachrichtigen",9.800,1,70170,43.503,3.542
"entfliehen",9.800,1,70187,43.503,3.543
"List",9.760,1,70542,43.503,3.561
"Gebrauch",9.740,6,512879,261.017,25.892
"produktiv",9.740,2,159158,87.006,8.035
"Creative",9.720,1,70879,43.503,3.578
"zollen",9.710,1,70997,43.503,3.584
"berauben",9.690,1,71191,43.503,3.594
"geschäftlich",9.680,2,160284,87.006,8.092
"Sammlung",9.680,7,605622,304.520,30.574
"angestellt",9.650,1,71494,43.503,3.609
"adäquat",9.620,2,161338,87.006,8.145
"bereitstellen",9.620,4,340531,174.011,17.191
"Anstellung",9.620,1,71839,43.503,3.627
"umsetzbar",9.590,1,72155,43.503,3.643
"abfangen",9.560,1,72413,43.503,3.656
"unproblematisch",9.560,1,72433,43.503,3.657
"Kindle",9.560,1,72447,43.503,3.657
"beschränkt",9.550,2,162684,87.006,8.213
"irreführend",9.540,1,72616,43.503,3.666
"Gewährung",9.530,1,72654,43.503,3.668
"süchtig",9.480,1,73167,43.503,3.694
"Missverständnis",9.470,2,164326,87.006,8.296
"beträchtlich",9.430,2,164997,87.006,8.330
"Definition",9.410,5,440118,217.514,22.219
"beschränken",9.400,7,623901,304.520,31.497
"moralisch",9.400,4,348957,174.011,17.617
"Nuance",9.390,1,74072,43.503,3.739
"Tribut",9.360,1,74377,43.503,3.755
"Komponente",9.300,6,538281,261.017,27.175
"nutzlos",9.290,1,75131,43.503,3.793
"einmischen",9.280,1,75147,43.503,3.794
"Absicht",9.260,5,447455,217.514,22.589
"zynisch",9.240,1,75544,43.503,3.814
"nachgeben",9.240,1,75631,43.503,3.818
"übersteigen",9.230,2,169040,87.006,8.534
"Mangel",9.220,7,636456,304.520,32.131
"dieselb",9.210,1,75905,43.503,3.832
"Ed",9.200,1,76021,43.503,3.838
"Nachname",9.190,1,76141,43.503,3.844
"Motorola",9.190,1,76163,43.503,3.845
"Aufsatz",9.180,2,170081,87.006,8.586
"Verweis",9.180,2,170098,87.006,8.587
"allseits",9.170,1,76301,43.503,3.852
"Kühlung",9.150,1,76549,43.503,3.865
"aufbringen",9.080,3,267058,130.509,13.482
"gemacht",9.020,3,269002,130.509,13.580
"Unrecht",9.020,2,173484,87.006,8.758
"Zweck",9.010,13,1225113,565.537,61.849
"begrenzen",8.980,4,366185,174.011,18.487
"Ausschau",8.920,1,79010,43.503,3.989
"stopfen",8.920,1,79045,43.503,3.991
"erschwinglich",8.920,1,79069,43.503,3.992
"Souveränität",8.900,1,79262,43.503,4.001
"Mitgliedsbeitrag",8.900,1,79288,43.503,4.003
"Eigentümer",8.880,4,370762,174.011,18.718
"bevorzugen",8.860,4,371422,174.011,18.751
"shoppen",8.840,1,79872,43.503,4.032
"einbrechen",8.830,1,79974,43.503,4.037
"zulässig",8.810,4,373776,174.011,18.870
"potenziell",8.810,3,276040,130.509,13.936
"verlockend",8.800,1,80407,43.503,4.059
"Spaltung",8.770,1,80671,43.503,4.073
"Begriff",8.760,19,1850454,826.554,93.419
"Digital",8.760,2,179173,87.006,9.045
"Skype",8.690,1,81636,43.503,4.121
"Zuverlässigkeit",8.690,2,180904,87.006,9.133
"Misserfolg",8.670,1,81906,43.503,4.135
"Bürokratie",8.630,1,82318,43.503,4.156
"uneingeschränkt",8.580,2,183363,87.006,9.257
"Nutzung",8.570,14,1389466,609.040,70.146
"Verkauf",8.570,9,887537,391.526,44.807
"verführerisch",8.540,1,83358,43.503,4.208
"Kit",8.540,1,83434,43.503,4.212
"senden",8.510,8,792790,348.023,40.023
"Philosophie",8.470,5,491087,217.514,24.792
"herausnehmen",8.470,1,84324,43.503,4.257
"zusammenbrechen",8.460,1,84452,43.503,4.263
"Verhinderung",8.430,1,84725,43.503,4.277
"Wörterbuch",8.410,1,85002,43.503,4.291
"vermeiden",8.370,12,1217514,522.034,61.465
"benachteiligen",8.370,1,85498,43.503,4.316
"unentgeltlich",8.370,1,85530,43.503,4.318
"einschließlich",8.340,5,498959,217.514,25.190
"Macht",8.340,12,1222047,522.034,61.694
"nachstehend",8.340,1,85870,43.503,4.335
"abarbeiten",8.300,1,86384,43.503,4.361
"Rechtschreibung",8.300,1,86419,43.503,4.363
"tendieren",8.280,1,86637,43.503,4.374
"angegeben",8.270,3,295152,130.509,14.901
"Wartung",8.250,2,191401,87.006,9.663
"Spende",8.240,6,609831,261.017,30.787
"Bemühung",8.220,3,297060,130.509,14.997
"Algorithmus",8.220,1,87443,43.503,4.414
"verpflichtet",8.220,1,87477,43.503,4.416
"allgegenwärtig",8.210,1,87607,43.503,4.423
"bedeuten",8.190,29,3032673,1261.583,153.102
"Rechtfertigung",8.190,1,87872,43.503,4.436
"wahrhaft",8.180,1,87979,43.503,4.442
"Brian",8.160,1,88274,43.503,4.456
"verrechnen",8.150,1,88359,43.503,4.461
"fehl",8.110,1,88866,43.503,4.486
"existieren",8.090,8,834611,348.023,42.135
"gänzlich",8.080,3,302462,130.509,15.270
"Englische",8.070,1,89409,43.503,4.514
"umbenennen",8.060,1,89528,43.503,4.520
"System",8.040,32,3414160,1392.091,172.361
"kollektiv",8.030,2,197204,87.006,9.956
"beitragen",8.020,9,949257,391.526,47.922
"General",8.010,3,305365,130.509,15.416
"Lebensbereich",8.000,1,90318,43.503,4.560
"fürchterlich",7.960,1,90925,43.503,4.590
"Verstehen",7.930,1,91293,43.503,4.609
"betrachten",7.930,14,1504574,609.040,75.957
"Befürworter",7.890,1,91874,43.503,4.638
"Anstrengung",7.830,3,312961,130.509,15.800
"differenzieren",7.830,1,92810,43.503,4.685
"überarbeiten",7.800,2,203636,87.006,10.280
